"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] CompanyNameComparatorLevenshteinSimilarity record1Value","[0] CompanyNameComparatorLevenshteinSimilarity record2Value","[0] CompanyNameComparatorLevenshteinSimilarity record1PreprocessedValue","[0] CompanyNameComparatorLevenshteinSimilarity record2PreprocessedValue","[0] CompanyNameComparatorLevenshteinSimilarity similarity","[0] CompanyNameComparatorLevenshteinSimilarity postproccesedSimilarity"
"WekaMatchingRule","dbpedia_3970","7.1m_1055",,"0","Ervia","tim hortons","Ervia","tim hortons","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","dbpedia_6766","7.1m_1478",,"0","Kanbay","la banque postale","Kanbay","la banque postale","0.17647058823529416","0.17647058823529416"
"WekaMatchingRule","dbpedia_6290","7.1m_1237",,"0","TOA Technologies","hexaware technologies","TOA Technologies","hexaware technologies","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_1396","7.1m_810",,"0","SITE Centers","any company","SITE Centers","any company","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","dbpedia_3883","7.1m_1315",,"0","Putevi Srbije","swedbank","Putevi Srbije","swedbank","0.15384615384615385","0.15384615384615385"
"WekaMatchingRule","dbpedia_1050","7.1m_330",,"0","Chino Corporation","cerner corporation","Chino Corporation","cerner corporation","0.7777777777777778","0.7777777777777778"
"WekaMatchingRule","dbpedia_3614","7.1m_119",,"0","WIKA","merck","WIKA","merck","0.0","0.0"
"WekaMatchingRule","dbpedia_1117","7.1m_229","1.0","1","FedEx","fedex","FedEx","fedex","1.0","1.0"
"WekaMatchingRule","dbpedia_4351","7.1m_466",,"0","Option N.V.","the janssen pharmaceutical companies of johnson & johnson","Option N.V.","the janssen pharmaceutical companies of johnson & johnson","0.1228070175438597","0.1228070175438597"
"WekaMatchingRule","dbpedia_1183","7.1m_117980","0.0109375",,"Cognis","coex","Cognis","coex","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_6151","7.1m_439",,"0","Sherritt International","sony","Sherritt International","sony","0.13636363636363635","0.13636363636363635"
"WekaMatchingRule","dbpedia_6662","7.1m_1778",,"0","Smit International","hub international","Smit International","hub international","0.7777777777777778","0.7777777777777778"
"WekaMatchingRule","dbpedia_3457","7.1m_29493","0.0109375",,"Nidec","nice","Nidec","nice","0.6","0.6"
"WekaMatchingRule","dbpedia_3096","7.1m_552","1.0","1","Rite Aid","rite aid","Rite Aid","rite aid","1.0","1.0"
"WekaMatchingRule","dbpedia_6070","7.1m_1312",,"0","Amalgamated Bank of Chicago","beachbody","Amalgamated Bank of Chicago","beachbody","0.14814814814814814","0.14814814814814814"
"WekaMatchingRule","dbpedia_668","7.1m_840",,"0","Target Corporation","harris corporation","Target Corporation","harris corporation","0.7777777777777778","0.7777777777777778"
"WekaMatchingRule","dbpedia_924","7.1m_372","1.0","1","VMware","vmware","VMware","vmware","1.0","1.0"
"WekaMatchingRule","dbpedia_1004","7.1m_330",,"0","Kureha Corporation","cerner corporation","Kureha Corporation","cerner corporation","0.7222222222222222","0.7222222222222222"
"WekaMatchingRule","dbpedia_5471","7.1m_1783",,"0","Fry's Electronics","sony electronics","Fry's Electronics","sony electronics","0.7058823529411764","0.7058823529411764"
"WekaMatchingRule","dbpedia_1271","7.1m_1380",,"0","Keihin Corporation","centene corporation","Keihin Corporation","centene corporation","0.736842105263158","0.736842105263158"
"WekaMatchingRule","dbpedia_3055","7.1m_1746","1.0","1","Federal-Mogul","federal-mogul","Federal-Mogul","federal-mogul","1.0","1.0"
"WekaMatchingRule","dbpedia_1558","7.1m_837",,"0","Arcturus Therapeutics","booking.com","Arcturus Therapeutics","booking.com","0.0","0.0"
"WekaMatchingRule","dbpedia_2779","7.1m_769",,"0","NRG Energy","suncor energy","NRG Energy","suncor energy","0.6153846153846154","0.6153846153846154"
"WekaMatchingRule","dbpedia_6202","7.1m_79476","0.0109375",,"Rentokil Initial","republic indemnity","Rentokil Initial","republic indemnity","0.38888888888888884","0.38888888888888884"
"WekaMatchingRule","dbpedia_2635","7.1m_37",,"0","Dover Corporation","intel corporation","Dover Corporation","intel corporation","0.7647058823529411","0.7647058823529411"
"WekaMatchingRule","dbpedia_3445","7.1m_961",,"0","Apple Inc.","china mobile","Apple Inc.","china mobile","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","dbpedia_4637","7.1m_1146",,"0","Steel Dynamics","general dynamics","Steel Dynamics","general dynamics","0.6875","0.6875"
"WekaMatchingRule","dbpedia_4754","7.1m_1766",,"0","King Power","international committee of the red cross - icrc","King Power","international committee of the red cross - icrc","0.12765957446808507","0.12765957446808507"
"WekaMatchingRule","dbpedia_464","7.1m_662",,"0","Bank AL Habib","everis","Bank AL Habib","everis","0.07692307692307687","0.07692307692307687"
"WekaMatchingRule","dbpedia_6026","7.1m_36332","0.0109375",,"Cosan","coopersurgical","Cosan","coopersurgical","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","dbpedia_4487","7.1m_96172","0.0109375",,"LayerOne","laïta","LayerOne","laïta","0.25","0.25"
"WekaMatchingRule","dbpedia_2422","7.1m_422","0.0109375","0","Marriott International","magna international","Marriott International","magna international","0.7272727272727273","0.7272727272727273"
"WekaMatchingRule","dbpedia_1501","7.1m_61262","0.0109375",,"Logicalis","lopesan","Logicalis","lopesan","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_2777","7.1m_623","1.0","1","M&T Bank","m&t bank","M&T Bank","m&t bank","1.0","1.0"
"WekaMatchingRule","dbpedia_6879","7.1m_1631","1.0","1","Menards","menards","Menards","menards","1.0","1.0"
"WekaMatchingRule","dbpedia_5637","7.1m_552",,"0","Gyldendal","rite aid","Gyldendal","rite aid","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_811","7.1m_1731",,"0","Suning.com","astellas pharma","Suning.com","astellas pharma","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","dbpedia_3572","7.1m_51693","0.0109375",,"Timocom","tis","Timocom","tis","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","dbpedia_1833","7.1m_33105","0.0109375",,"Mapfre","machinima","Mapfre","machinima","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","dbpedia_1195","7.1m_1693",,"0","SoftBank Group","york university","SoftBank Group","york university","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","dbpedia_5370","7.1m_57649","0.0109375",,"Carispezia","cartesian","Carispezia","cartesian","0.5","0.5"
"WekaMatchingRule","dbpedia_3123","7.1m_503","1.0","1","PPG Industries","ppg industries","PPG Industries","ppg industries","1.0","1.0"
"WekaMatchingRule","dbpedia_1836","7.1m_1320",,"0","OP Financial Group","principal financial group","OP Financial Group","principal financial group","0.6799999999999999","0.6799999999999999"
"WekaMatchingRule","dbpedia_4261","7.1m_1880",,"0","Sharp Corporation","bose corporation","Sharp Corporation","bose corporation","0.7058823529411764","0.7058823529411764"
"WekaMatchingRule","dbpedia_6630","7.1m_175102","0.0109375",,"Davivienda","datanalisis","Davivienda","datanalisis","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","dbpedia_4447","7.1m_976","1.0","1","TechnipFMC","technipfmc","TechnipFMC","technipfmc","1.0","1.0"
"WekaMatchingRule","dbpedia_3741","7.1m_1339",,"0","Gibtelecom","globe telecom","Gibtelecom","globe telecom","0.6923076923076923","0.6923076923076923"
"WekaMatchingRule","dbpedia_511","7.1m_448",,"0","Rhenus (company)","wood","Rhenus (company)","wood","0.0625","0.0625"
"WekaMatchingRule","dbpedia_4041","7.1m_1700",,"0","Z Energy","dte energy","Z Energy","dte energy","0.7","0.7"
"WekaMatchingRule","dbpedia_5206","7.1m_754",,"0","Halkbank a.d.","state of michigan","Halkbank a.d.","state of michigan","0.05882352941176472","0.05882352941176472"
"WekaMatchingRule","dbpedia_4136","7.1m_1124",,"0","D. R. Horton","northeastern university","D. R. Horton","northeastern university","0.13043478260869568","0.13043478260869568"
"WekaMatchingRule","dbpedia_2174","7.1m_1880",,"0","Yellow Corporation","bose corporation","Yellow Corporation","bose corporation","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_799","7.1m_49951","0.0109375",,"Hayleys","haier","Hayleys","haier","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","dbpedia_3663","7.1m_1819",,"0","One Telecommunications","nuance communications","One Telecommunications","nuance communications","0.6818181818181819","0.6818181818181819"
"WekaMatchingRule","dbpedia_4720","7.1m_1073",,"0","Coloplast","directv","Coloplast","directv","0.0","0.0"
"WekaMatchingRule","dbpedia_1656","7.1m_158",,"0","Lands' End","pnc","Lands' End","pnc","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","dbpedia_4850","7.1m_143105","0.0109375",,"SuperMap","surfsara","SuperMap","surfsara","0.25","0.25"
"WekaMatchingRule","dbpedia_587","7.1m_1289",,"0","Wallenius Wilhelmsen Logistics","nalco","Wallenius Wilhelmsen Logistics","nalco","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","dbpedia_4046","7.1m_1374",,"0","Ziggo","xcel energy","Ziggo","xcel energy","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","dbpedia_2047","7.1m_266","1.0","1","Adidas","adidas","Adidas","adidas","1.0","1.0"
"WekaMatchingRule","dbpedia_494","7.1m_1438",,"0","Marvell Technology, Inc.","televisa","Marvell Technology, Inc.","televisa","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","dbpedia_4836","7.1m_969",,"0","Tolko","the university of manchester","Tolko","the university of manchester","0.0714285714285714","0.0714285714285714"
"WekaMatchingRule","dbpedia_3250","7.1m_35363","0.0109375",,"Alitalia","alamy","Alitalia","alamy","0.375","0.375"
"WekaMatchingRule","dbpedia_1549","7.1m_33936","0.0109375",,"Semapa","sefa","Semapa","sefa","0.5","0.5"
"WekaMatchingRule","dbpedia_1534","7.1m_383",,"0","Srbija Voz","bb&t","Srbija Voz","bb&t","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","dbpedia_1985","7.1m_150",,"0","Epson","baker hughes","Epson","baker hughes","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","dbpedia_1549","7.1m_31517","0.0109375",,"Semapa","sessionswithgloria","Semapa","sessionswithgloria","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","dbpedia_321","7.1m_98764","0.0109375",,"Concentrix","cordeel","Concentrix","cordeel","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","dbpedia_4358","7.1m_1069",,"0","Hydro Husnes","santander bank, n.a.","Hydro Husnes","santander bank, n.a.","0.15000000000000002","0.15000000000000002"
"WekaMatchingRule","dbpedia_2373","7.1m_37",,"0","Trayal Corporation","intel corporation","Trayal Corporation","intel corporation","0.7222222222222222","0.7222222222222222"
"WekaMatchingRule","dbpedia_119","7.1m_295",,"0","Eiffage","national australia bank","Eiffage","national australia bank","0.08695652173913049","0.08695652173913049"
"WekaMatchingRule","dbpedia_4012","7.1m_1977",,"0","RTL Group","university of the witwatersrand","RTL Group","university of the witwatersrand","0.12903225806451613","0.12903225806451613"
"WekaMatchingRule","dbpedia_1495","7.1m_175539","0.0109375",,"Localiza","loyaltyplant","Localiza","loyaltyplant","0.41666666666666663","0.41666666666666663"
"WekaMatchingRule","dbpedia_3913","7.1m_931",,"0","Sennheiser","kbc bank & verzekering","Sennheiser","kbc bank & verzekering","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","dbpedia_5710","7.1m_517","0.0109375","0","Telent","telenor","Telent","telenor","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","dbpedia_1690","7.1m_618","1.0","1","American Family Insurance","american family insurance","American Family Insurance","american family insurance","1.0","1.0"
"WekaMatchingRule","dbpedia_265","7.1m_48","1.0","1","Nestlé","nestlé","Nestlé","nestlé","1.0","1.0"
"WekaMatchingRule","dbpedia_3723","7.1m_174",,"0","Vivartia","united states department of defense","Vivartia","united states department of defense","0.11428571428571432","0.11428571428571432"
"WekaMatchingRule","dbpedia_6619","7.1m_83525","0.0109375",,"CoreCivic","coderstrust","CoreCivic","coderstrust","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","dbpedia_3413","7.1m_1712",,"0","NMC Health","nsw health","NMC Health","nsw health","0.8","0.8"
"WekaMatchingRule","dbpedia_6383","7.1m_368","1.0","1","Saipem","saipem","Saipem","saipem","1.0","1.0"
"WekaMatchingRule","dbpedia_2937","7.1m_1794",,"0","Latvijas Krājbanka","banco sabadell","Latvijas Krājbanka","banco sabadell","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","dbpedia_397","7.1m_384",,"0","Alteryx","saic","Alteryx","saic","0.0","0.0"
"WekaMatchingRule","dbpedia_1196","7.1m_482",,"0","Sonae Indústria","departament d'ensenyament - generalitat de catalunya","Sonae Indústria","departament d'ensenyament - generalitat de catalunya","0.17307692307692313","0.17307692307692313"
"WekaMatchingRule","dbpedia_873","7.1m_470",,"0","Radcom Ltd","re/max","Radcom Ltd","re/max","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","dbpedia_6274","7.1m_1315",,"0","Iluka Resources","swedbank","Iluka Resources","swedbank","0.06666666666666665","0.06666666666666665"
"WekaMatchingRule","dbpedia_6421","7.1m_257","1.0","1","Aetna","aetna","Aetna","aetna","1.0","1.0"
"WekaMatchingRule","dbpedia_2993","7.1m_37",,"0","KEMET Corporation","intel corporation","KEMET Corporation","intel corporation","0.7647058823529411","0.7647058823529411"
"WekaMatchingRule","dbpedia_171","7.1m_1268","1.0","1","Henry Ford Health System","henry ford health system","Henry Ford Health System","henry ford health system","1.0","1.0"
"WekaMatchingRule","dbpedia_528","7.1m_1445",,"0","Magneti Marelli","deloitte canada","Magneti Marelli","deloitte canada","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","dbpedia_4929","7.1m_37",,"0","CPT Corporation","intel corporation","CPT Corporation","intel corporation","0.7647058823529411","0.7647058823529411"
"WekaMatchingRule","dbpedia_5763","7.1m_52",,"0","Dollar General","gsk","Dollar General","gsk","0.0714285714285714","0.0714285714285714"
"WekaMatchingRule","dbpedia_3182","7.1m_97",,"0","Pembina Pipeline","barclays","Pembina Pipeline","barclays","0.1875","0.1875"
"WekaMatchingRule","dbpedia_262","7.1m_345","0.0109375","0","Nordnet","nordea","Nordnet","nordea","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","dbpedia_856","7.1m_872","0.0109375","0","National Bank of Bahrain","national bank of canada","National Bank of Bahrain","national bank of canada","0.7916666666666666","0.7916666666666666"
"WekaMatchingRule","dbpedia_5963","7.1m_73",,"0","News Corp","td","News Corp","td","0.0","0.0"
"WekaMatchingRule","dbpedia_3778","7.1m_352","0.0109375","0","Mazars","mars","Mazars","mars","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_6574","7.1m_1170",,"0","Valaris plc","ferrero","Valaris plc","ferrero","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","dbpedia_2032","7.1m_1885",,"0","QuickBase, Inc.","transcanada","QuickBase, Inc.","transcanada","0.06666666666666665","0.06666666666666665"
"WekaMatchingRule","dbpedia_2440","7.1m_938",,"0","ManTech International","nerium international","ManTech International","nerium international","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_6298","7.1m_840",,"0","Taisei Corporation","harris corporation","Taisei Corporation","harris corporation","0.7222222222222222","0.7222222222222222"
"WekaMatchingRule","dbpedia_3072","7.1m_218","1.0","1","IQVIA","iqvia","IQVIA","iqvia","1.0","1.0"
"WekaMatchingRule","dbpedia_3251","7.1m_1428",,"0","Ascent Solar","uc irvine","Ascent Solar","uc irvine","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","dbpedia_3661","7.1m_1814",,"0","Mobile Mini","steel authority of india limited","Mobile Mini","steel authority of india limited","0.1875","0.1875"
"WekaMatchingRule","dbpedia_2574","7.1m_296",,"0","Rolls-Royce Power Systems","reliance","Rolls-Royce Power Systems","reliance","0.16000000000000003","0.16000000000000003"
"WekaMatchingRule","dbpedia_4884","7.1m_461",,"0","FCA Serbia","tesla","FCA Serbia","tesla","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","dbpedia_5684","7.1m_175","1.0","1","MetLife","metlife","MetLife","metlife","1.0","1.0"
"WekaMatchingRule","dbpedia_4322","7.1m_100107","0.0109375",,"Mannatech","makassed","Mannatech","makassed","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_5894","7.1m_506",,"0","George Weston Limited","teva pharmaceuticals","George Weston Limited","teva pharmaceuticals","0.09523809523809523","0.09523809523809523"
"WekaMatchingRule","dbpedia_4693","7.1m_1120","1.0","1","CMA CGM","cma cgm","CMA CGM","cma cgm","1.0","1.0"
"WekaMatchingRule","dbpedia_4940","7.1m_855","1.0","1","Robert Half","robert half","Robert Half","robert half","1.0","1.0"
"WekaMatchingRule","dbpedia_790","7.1m_1446",,"0","EQ Bank","center for clinical trails varna","EQ Bank","center for clinical trails varna","0.125","0.125"
"WekaMatchingRule","dbpedia_968","7.1m_1435",,"0","Constantin Film","pirelli","Constantin Film","pirelli","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","dbpedia_2796","7.1m_1639",,"0","Pitsos","media markt","Pitsos","media markt","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","dbpedia_58","7.1m_354",,"0","Du (company)","sabic","Du (company)","sabic","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","dbpedia_224","7.1m_179202","0.0109375",,"Steris","stavibel","Steris","stavibel","0.375","0.375"
"WekaMatchingRule","dbpedia_6707","7.1m_459",,"0","Foundry Networks","ge aviation","Foundry Networks","ge aviation","0.125","0.125"
"WekaMatchingRule","dbpedia_6284","7.1m_1608",,"0","Mercedes-Benz Group","emory healthcare","Mercedes-Benz Group","emory healthcare","0.1578947368421053","0.1578947368421053"
"WekaMatchingRule","dbpedia_4770","7.1m_1480",,"0","TextMagic","norton rose fulbright","TextMagic","norton rose fulbright","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","dbpedia_94","7.1m_1301",,"0","Smorgon Steel","eduseeker","Smorgon Steel","eduseeker","0.15384615384615385","0.15384615384615385"
"WekaMatchingRule","dbpedia_6521","7.1m_1185",,"0","Ramboll","advance auto parts","Ramboll","advance auto parts","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_4559","7.1m_739",,"0","Harris Corporation","ricoh americas corporation","Harris Corporation","ricoh americas corporation","0.6538461538461539","0.6538461538461539"
"WekaMatchingRule","dbpedia_4721","7.1m_508","1.0","1","ConocoPhillips","conocophillips","ConocoPhillips","conocophillips","1.0","1.0"
"WekaMatchingRule","dbpedia_4328","7.1m_1268",,"0","Ochsner Health System","henry ford health system","Ochsner Health System","henry ford health system","0.625","0.625"
"WekaMatchingRule","dbpedia_6249","7.1m_469",,"0","Gigaset Communications","charter communications","Gigaset Communications","charter communications","0.7272727272727273","0.7272727272727273"
"WekaMatchingRule","dbpedia_1874","7.1m_388",,"0","Ormat Technologies","indite technologies","Ormat Technologies","indite technologies","0.736842105263158","0.736842105263158"
"WekaMatchingRule","dbpedia_4961","7.1m_53",,"0","Southern Progress Corporation","honeywell","Southern Progress Corporation","honeywell","0.10344827586206895","0.10344827586206895"
"WekaMatchingRule","dbpedia_3630","7.1m_97","1.0","1","Barclays","barclays","Barclays","barclays","1.0","1.0"
"WekaMatchingRule","dbpedia_4016","7.1m_1856",,"0","Rabobank","university of sheffield","Rabobank","university of sheffield","0.08695652173913049","0.08695652173913049"
"WekaMatchingRule","dbpedia_916","7.1m_660",,"0","Netsmart Technologies","volvo car group","Netsmart Technologies","volvo car group","0.09523809523809523","0.09523809523809523"
"WekaMatchingRule","dbpedia_6530","7.1m_490",,"0","Redbana Corporation","lear corporation","Redbana Corporation","lear corporation","0.736842105263158","0.736842105263158"
"WekaMatchingRule","dbpedia_5781","7.1m_70428","0.0109375",,"SNC-Lavalin","snapav","SNC-Lavalin","snapav","0.36363636363636365","0.36363636363636365"
"WekaMatchingRule","dbpedia_5714","7.1m_1733","1.0","1","Telia Company","telia company","Telia Company","telia company","1.0","1.0"
"WekaMatchingRule","dbpedia_471","7.1m_81744","0.0109375",,"Banorte","bancsource","Banorte","bancsource","0.6","0.6"
"WekaMatchingRule","dbpedia_1919","7.1m_1153",,"0","Integrated Electrical Services","lufthansa","Integrated Electrical Services","lufthansa","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","dbpedia_1437","7.1m_350",,"0","Haseko","u.s. department of state","Haseko","u.s. department of state","0.125","0.125"
"WekaMatchingRule","dbpedia_4393","7.1m_1998",,"0","Iran Air","ryanair","Iran Air","ryanair","0.625","0.625"
"WekaMatchingRule","dbpedia_1412","7.1m_472",,"0","Eiffel (company)","us government","Eiffel (company)","us government","0.125","0.125"
"WekaMatchingRule","dbpedia_5850","7.1m_302","1.0","1","Lenovo","lenovo","Lenovo","lenovo","1.0","1.0"
"WekaMatchingRule","dbpedia_4613","7.1m_1033",,"0","Geron Corporation","kmart corporation","Geron Corporation","kmart corporation","0.7058823529411764","0.7058823529411764"
"WekaMatchingRule","dbpedia_6486","7.1m_794",,"0","Blue Hills Bank","grainger","Blue Hills Bank","grainger","0.06666666666666665","0.06666666666666665"
"WekaMatchingRule","dbpedia_6363","7.1m_1157","1.0","1","Autoliv","autoliv","Autoliv","autoliv","1.0","1.0"
"WekaMatchingRule","dbpedia_2441","7.1m_1960",,"0","MK Group","kier group","MK Group","kier group","0.6","0.6"
"WekaMatchingRule","dbpedia_1287","7.1m_1033",,"0","Mitsuba Corporation","kmart corporation","Mitsuba Corporation","kmart corporation","0.631578947368421","0.631578947368421"
"WekaMatchingRule","dbpedia_5978","7.1m_316",,"0","VF Corporation","ncr corporation","VF Corporation","ncr corporation","0.8","0.8"
"WekaMatchingRule","dbpedia_3595","7.1m_1880",,"0","Futaba Corporation","bose corporation","Futaba Corporation","bose corporation","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","dbpedia_6909","7.1m_670","0.0109375","0","Synthes","syntel","Synthes","syntel","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","dbpedia_3145","7.1m_1557","1.0","1","Gucci","gucci","Gucci","gucci","1.0","1.0"
"WekaMatchingRule","dbpedia_5880","7.1m_916",,"0","Green Bank (Texas)","parsons corporation","Green Bank (Texas)","parsons corporation","0.10526315789473684","0.10526315789473684"
"WekaMatchingRule","dbpedia_4986","7.1m_1631",,"0","WHSmith","menards","WHSmith","menards","0.0","0.0"
"WekaMatchingRule","dbpedia_4313","7.1m_1035",,"0","Mailchimp","autodesk","Mailchimp","autodesk","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_2026","7.1m_7812","0.0109375",,"Precigen","praxis","Precigen","praxis","0.375","0.375"
"WekaMatchingRule","dbpedia_5952","7.1m_1699",,"0","Zoran Corporation","sabre corporation","Zoran Corporation","sabre corporation","0.7058823529411764","0.7058823529411764"
"WekaMatchingRule","dbpedia_1815","7.1m_1116",,"0","Littelfuse","bank of the west","Littelfuse","bank of the west","0.1875","0.1875"
"WekaMatchingRule","dbpedia_4713","7.1m_134623","0.0109375",,"Conforama","coverwallet","Conforama","coverwallet","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","dbpedia_2383","7.1m_19",,"0","Travel + Leisure Co.","amazon","Travel + Leisure Co.","amazon","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","dbpedia_2257","7.1m_19506","0.0109375",,"Coupang","coteminas","Coupang","coteminas","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_647","7.1m_148187","0.0109375",,"Migme","misterfly","Migme","misterfly","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_2051","7.1m_6884","0.0109375",,"Accor","acca","Accor","acca","0.6","0.6"
"WekaMatchingRule","dbpedia_6350","7.1m_1326",,"0","Attica Group","ucb","Attica Group","ucb","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","dbpedia_5537","7.1m_840",,"0","Marcus Corporation","harris corporation","Marcus Corporation","harris corporation","0.8333333333333334","0.8333333333333334"
"WekaMatchingRule","dbpedia_489","7.1m_351",,"0","Marquard & Bahls","""cecaci""  centro de capacitacion comercial e industrial","Marquard & Bahls","""cecaci""  centro de capacitacion comercial e industrial","0.12727272727272732","0.12727272727272732"
"WekaMatchingRule","dbpedia_5677","7.1m_1626",,"0","Mitsui Fudosan","niit technologies limited","Mitsui Fudosan","niit technologies limited","0.16000000000000003","0.16000000000000003"
"WekaMatchingRule","dbpedia_2686","7.1m_272",,"0","Delek US","bmw group","Delek US","bmw group","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","dbpedia_4179","7.1m_1749",,"0","Wincanton plc","university of amsterdam","Wincanton plc","university of amsterdam","0.17391304347826086","0.17391304347826086"
"WekaMatchingRule","dbpedia_4155","7.1m_774","1.0","1","Kindred Healthcare","kindred healthcare","Kindred Healthcare","kindred healthcare","1.0","1.0"
"WekaMatchingRule","dbpedia_107","7.1m_1377",,"0","EOS Group","lego group","EOS Group","lego group","0.7","0.7"
"WekaMatchingRule","dbpedia_6480","7.1m_1951",,"0","Bloomin' Brands","private family","Bloomin' Brands","private family","0.06666666666666665","0.06666666666666665"
"WekaMatchingRule","dbpedia_1028","7.1m_595",,"0","Anaplan","geen","Anaplan","geen","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","dbpedia_543","7.1m_971","1.0","1","Nvidia","nvidia","Nvidia","nvidia","1.0","1.0"
"WekaMatchingRule","dbpedia_66","7.1m_820","0.0109375",,"Saint-Gobain","sandoz","Saint-Gobain","sandoz","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","dbpedia_2865","7.1m_1687","1.0","1","Under Armour","under armour","Under Armour","under armour","1.0","1.0"
"WekaMatchingRule","dbpedia_4928","7.1m_98",,"0","Marc's","facebook","Marc's","facebook","0.125","0.125"
"WekaMatchingRule","dbpedia_4341","7.1m_1782",,"0","Smart Technologies","united technologies","Smart Technologies","united technologies","0.6842105263157895","0.6842105263157895"
"WekaMatchingRule","dbpedia_5303","7.1m_630",,"0","Arçelik","general dynamics information technology","Arçelik","general dynamics information technology","0.10256410256410253","0.10256410256410253"
"WekaMatchingRule","dbpedia_6605","7.1m_130",,"0","Cinema City International","marriott international","Cinema City International","marriott international","0.6799999999999999","0.6799999999999999"
"WekaMatchingRule","dbpedia_98","7.1m_152062","0.0109375",,"AirBaltic","aif","AirBaltic","aif","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","dbpedia_6250","7.1m_1343","1.0","1","GlobalLogic","globallogic","GlobalLogic","globallogic","1.0","1.0"
"WekaMatchingRule","dbpedia_1272","7.1m_490",,"0","Keio Corporation","lear corporation","Keio Corporation","lear corporation","0.8125","0.8125"
"WekaMatchingRule","dbpedia_469","7.1m_240",,"0","JJ Electronic","lg electronics","JJ Electronic","lg electronics","0.7857142857142857","0.7857142857142857"
"WekaMatchingRule","dbpedia_2119","7.1m_1142","1.0","1","GameStop","gamestop","GameStop","gamestop","1.0","1.0"
"WekaMatchingRule","dbpedia_5013","7.1m_138340","0.0109375",,"Infinera","insert","Infinera","insert","0.5","0.5"
"WekaMatchingRule","dbpedia_5302","7.1m_1141","1.0","1","Arrow Electronics","arrow electronics","Arrow Electronics","arrow electronics","1.0","1.0"
"WekaMatchingRule","dbpedia_212","7.1m_703",,"0","Red Lobster","miami-dade county public schools","Red Lobster","miami-dade county public schools","0.15625","0.15625"
"WekaMatchingRule","dbpedia_1401","7.1m_746","0.0109375","0","Sanoma","sanmina","Sanoma","sanmina","0.5714285714285714","0.5714285714285714"
"WekaMatchingRule","dbpedia_5696","7.1m_41","1.0","1","PepsiCo","pepsico","PepsiCo","pepsico","1.0","1.0"
